Input,Prediction,Target
kalutai,கலுடை,கழுதை
thoarruvikka,தோர்றுவிக்,தோற்றுவிக்க
porulaagavum,பொருளளுகும்,பொருளாகவும்
galil,கலில்,களில்
virumbukiraar,விரும்பிற்ற்ற்,விரும்புகிறார்
tata,தட்்,டாடா
thiraippadath,திரைப்பட்,திரைப்படத்
dhadchanaamoorthi,தட்சச்ச்்்ன்்,தட்சிணாமூர்த்தி
aaivuk,ஆய்வுக்,ஆய்வுக்
pirathaanamaana,பிரனாமான,பிரதானமான
centum,சென்தும்,செண்டம்
puudaan,புடான்,பூடான்
urudhiyaanathum,உருதியமதததம்,உறுதியானதும்
seint,செய்ந்ட்,செயிண்ட்
idaodhukkeedu,இடுுக்குடு,இடஒதுக்கீடு
neeyae,நீயா,நீயே
paarkkavendum,பார்க்கவ்டுுும்,பார்க்கவேண்டும்
ketapodhu,கெடப்து,கேட்டபோது
andarshon,அந்டர்ச்ன்,ஆண்டர்சன்
stevenson,ஸ்ஸீவெெ்்ன்,ஸ்டீவன்சன்
madison,மடிின்,மடிசன்
azhaginai,அழகியை,அழகினை
mills,மில்லோச,மில்ஸ்
thevarkalukkaakavum,தேவர்களுக்களுகும்,தேவர்களுக்காகவும்
idaivelikkup,இடைவெயிக்க்க்,இடைவெளிக்குப்
himatsingka,ஹிமத்கிக்க்,ஹிமத்சிங்கா
panihati,பணிததி,பணிஹடி
maanidhar,மானிதர்,மானிதர்
malik,மலிிக,மாலிக்
kerlam,கேர்மல்,கெர்லம்
nuzhinththathaal,நுழிந்தத்த்,நுழைந்ததால்
purappattaar,புறப்பட்ட்்்,புறப்பட்டார்
tamilagatthukku,தமில்ககுகுகுு்,தமிழகத்துக்கு
sandhaipaduthiyavar,சந்தாதப்வவவைை்,சந்தைப்படுத்தியவர்
luudheeana,துதானன,லூதியானா
kyuuba,கியப்,கியூபா
madoro,மோோோர,மடோரோ
swaraj,ஸ்வரரர,ஸ்வராஜ்
cameo,காமோ,கேமியோ
kadatthappattirukkum,கடட்டப்படுடுடுுுுுு்,கடத்தப்பட்டிருக்கும்
daadaa,டாடா்,டாடா
madhirithaan,மதிரித்ன்,மாதிரிதான்
suravazhiyil,சுரவுவிிிி,சூறாவளியில்
tamizhagam,தமிழமம,தமிழகம்
jaanukku,ஜானுக்கு,ஜானுக்கு
thamilaiyum,தமிலையும்,தமிழையும்
thuraviyum,துரவியும்,துறவியும்
bharat,பாரட்,பரத்
raamayanam,ராமமாமம,ராமாயணம்
seidhuvittu,செய்துவிடுடு,செய்துவிட்டு
alembic,அல்பிிிப்,அளெம்பிக்
padimatthin,படிமத்த்ன்,படிமத்தின்
troy,டிரோய,ட்ராய்
sinthanaiyai,சிந்தயையை,சிந்தனையை
izhanthu,இழந்து,இழந்து
naadukadaththappatta,நாடுகத்த்படடடட்,நாடுகடத்தப்பட்ட
niruththivittu,நிறுத்துடுட்டு,நிறுத்திவிட்டு
noolae,நூலை,நூலே
somerville,சோம்ரிவிவில்,சோமர்வில்லே
seyarpaadugalin,செயர்ப்களிக்்,செயற்பாடுகளின்
saranadainthavargalaithan,சரணந்வத்த்வ்்கள்்,சரணடைந்தவர்களைத்தான்
vairamuttu,வைரு்டுடு,கபிலன்
piramugar,பிரமுக்்,பிரமுகர்
saramaariyaaga,சரமாரியாக,சரமாரியாக
seibavargalae,செய்பவரரகள்,செய்பவர்களே
adaithal,அடையல்,அடைதல்
azhuthu,அழுது,அழுது
choazharkal,சோகல்கள,சோழர்கள்
paththaandukalaaka,பத்தான்ககககக்,பத்தாண்டுகளாக
vaangappothu,வாங்கப்புு்,வாங்கப்போது
laenaa,லானான,லேனா
pathineazhaam,பதினிமாம்,பதினேழாம்
simon,சிமோன்,சிமன்
oothaa,ஓதானா,ஊதா
santham,சந்தம்,சாந்தம்
mutiyavillai,முதியவிலில்,தாங்க
kokomo,கோகோம்,கொகோமோ
masuuthikku,மசுதிகுகுக்,மசூதிக்கு
pireem,பிரிம்,பிரேம்
azhaki,அழகிக___________________,அழகி
rupavauhini,ருபவவவின்,ரூபவாஹினி
chozhargal,சொழர்களள,சோழர்கள்
misionn,மிசின்ன்,மிஷன்
pichin,பிசின்,பிசின்
wolga,வோல்க,வோல்கா
kozhumbil,கொழும்பில்,கொழும்பில்
uruvaakaththilum,உருவாகத்துுும்,உருவாக்கத்திலும்
nati,நட்பி,ஜீவ
seivom,செய்மும்,செய்வோம்
paathai,பாதைய___________________,பாதை
mikkathaakavum,மிக்கத்துமம்,மிக்கதாகவும்
valaikutaavil,வலைக்டுவிலல,வளைகுடாவில்
varikalai,வரிகளை,வரிகளை
nadaiperuvathai,நடைப்பவவவவ,நடைபெறுவதை
burnett,புர்ல்ட்்,பர்னெட்
kirubai,கிருப்,கிருபை
manandhaal,மனந்தில்,மணந்தால்
kodooramaaga,கொறுராாக,கொடூரமாக
kalviyilum,கல்விலுவும்,கல்வியிலும்
koolt,கோல்்்,கோல்ட்
noolaga,நூலாக,நூலக
solludan,சொல்லுட்்,சொல்லுடன்
nagaur,நகரர்,நகௌர்
adakkik,அடக்கிக்,அடக்கிக்
behuria,பெருதிய,பெஹுரியா
silikon,சிலிக்ன்,சிலிக்கான்
kavalnilaiyaththil,கலல்லியில்ததலல்,காவல்நிலையத்தில்
surrullaap,சுர்லுப்ப்்,சுற்றுலாப்
nigara,நிகர்,நிகர
ingram,இங்கம்,இங்க்ராம்
amaravati,அமரவிட்,அமராவதி
kudaathaa,குடாதா,கூடாதா
tamizhagatthaich,தமிழ்கத்தை,தமிழகத்தைச்
turbau,துர்ப்,டர்போ
nizamabad,நிழப்பட,நிசாம்பாத்
poruppetrathu,பொறுப்புறதது,பொறுப்பேற்றது
paandavarkalum,பாண்டவருகககு்,பாண்டவர்களும்
serwer,செர்வேர்,சர்வர்
seythamaiyaal,செய்தமியலல,செய்தமையால்
geets,கீட்ட,கீட்ஸ்
kadidhaththai,கடிததததை,கடிதத்தை
