Input,Prediction,Target
thoarruviththu,வோர்வுவித்து,தோற்றுவித்து
pirapu,பிரபு,பிரபு
maadhamaaga,மாதமாக,மாதமாக
thuulaith,வுலைத்,தூளைத்
rakhecha,சக்சசச,ரகேசா
odissei,படிஸேய்,ஒடிசி
keat,செட்ட்,கீட்ஸ்
nadu,மடுு,நடு
kalalai,கலலை,கழலை
appadiya,மப்படிய,அப்படியா
bathilaliththa,சதிலலித்த,பதிலளித்த
abinaya,அபினய,அபிநய
nukeykodaa,வுகெக்கொடா,நுகேகோடா
tamilakatthukku,வமிழக்்துக்கு,தமிழகத்துக்கு
amaithiyum,அமைதியும்,அமைதியும்
emily,சமிழ்,எமிலி
thokaiyin,அொகையின்,தொகையின்
asheville,மஷேவில்லே,ஆஷ்வில்லே
ameriqa,அமேரிகா,அமெரிக்கா
kaalaantil,காலாண்டில்,காலாண்டில்
davenport,மவவன்போர்ட்்்___________,டவன்போர்ட்
mahaayana,வகாயன,மகாயான
kiriththavargal,கிரித்தவர்கள்,கிறித்தவர்கள்
puthuvaiyil,புதுவையில்,புதுவையில்
alangaaraththidalil,வலங்காரத்திடல்,அலங்காரத்திடலில்
padaitthaan,படைத்தான்,படைத்தான்
jaet,சேட்ட___________________,ஜெட்
bayilvaan,சயில்வான்,பயில்வான்
inavaatham,வனவாதம்,இனவாதம்
umai,சமை,உமை
sedhamadaindha,செதமடைந்த,சேதமடைந்த
zinc,சின்க்,சிங்க்
neettik,மீட்டிக்,நீட்டிக்
mainpuri,மைன்புரி,மைன்புரி
panigazhai,பணிகழை,பணிகளை
balot,சலலோ்்்_________________,பலட்
virundhukkuththaan,விருந்துக்குத்தான்,விருந்துக்குத்தான்
golieth,சொலியதத்,கோலியாத்
thambathigalukku,வம்பதிகளுக்கு,தம்பதிகளுக்கு
polavum,சொலவும்,போலவும்
gujrati,சுஜ்ரடி்,குஜ்ராத்தி
santo,சான்டோோ,சாண்டோ
sorpa,சோர்பா,சொற்ப
wind,டிண்ட்,விண்ட்
cankar,சாங்கர்,பிரபு
padala,சடலா,படல
panigalaiyum,கணிகளையும்,பணிகளையும்
thondriyullathu,வொன்றியுள்ளது,தோன்றியுள்ளது
moolamoa,மூலமோ,மூலமோ
kulaththi,குலத்தி,குளத்தை
balangir,சலங்கிி்,பலாங்கிர்
madhdhiyatharaik,வத்தியதறைக்,மத்தியதரைக்
kuyili,குயிலி,குயிலி
airoppiya,அரோப்பிய,அய்ரோப்பிய
tamilakatthaich,வமிழக்்தைச்,தமிழகத்தைச்
aalana,அலன,ஆளான
ooraatchith,பராட்சித்,ஊராட்சித்
paniyaalargalai,பணியாளர்களை,பணியாளர்களை
paguppaaivu,பகுப்பாய்வு,பகுப்பாய்வு
kanojia,சனோஜியா,கனோஜியா
athigamaanathu,வதிகமானது,அதிகமானது
tough,மூக்,டஃப்
global,சிளோபால்,க்ளோபல்
veel,மீல்,வீல்
pirathaesa,சிரதேச,மத்தியப்
ariyappattathu,வறியப்பட்டது,அறியப்பட்டது
chalukkiyar,சலுக்கியர்,சாளுக்கியர்
koduththaargal,கொடுத்தார்கள்,கொடுத்தார்கள்
narachimman,அரச்சமமமன்,நரசிம்மன்
isaindhida,மசைந்திட,இசைந்திட
kondirundha,கொண்டிருந்த,உறங்கிக்
morrison,மோர்ரிஷோன்,மோர்ரிஸன்
nagappattinam,வகப்பட்டினம்,நாகப்பட்டினம்
navas,மவச்,நவாஸ்
kaathin,சாதின்,காதின்
veetirkul,வீடிற்குள்,வீட்டிற்குள்
thiyagarajan,வியகராஜன்,தியாகராஜன்
randall,சாண்டலலலல,ராண்டால்
haveli,சவேலி,ஹவேளி
theviyar,வேவியர்,தேவியர்
velichchathirkum,வெளிச்சதிற்கும்,வெளிச்சத்திற்கும்
kalyaanap,சல்யானப்,கல்யாணப்
hendricks,சென்றிக்ஸ்,ஹென்ட்ரிக்ஸ்
satin,சாதினன்,சாட்டீன்
cooimbatoore,சூய்மபபபர்்்____________,கோவை
ivaithaan,அவைதான்,இவைதான்
poluthupokkaaka,சொலுதுபோக்காக,பொழுதுபோக்காக
pirathesaththukkullum,சிரதெசத்துக்குள்ளும்,பிரதேசத்துக்குள்ளும்
imilii,மமிழி,எமிலி
thigathigalil,விகதிகளில்,திகதிகளில்
amaiththirunthaan,வமைத்திருந்தான்,அமைத்திருந்தான்
padangalilum,கடங்களிலும்,படங்களிலும்
oricon,ஹரிி்ன்்,ஓரிகான்
nigalvaip,விகல்வைப்,நிகழ்வைப்
veliyittuullathu,வெளியிட்டுளுள்ளது,வெளியிட்டுஉள்ளது
ladakh,சடக்,லடாக்
poduvathu,பொடுவது,போடுவது
poole,பூலே,பூலே
samanana,சமனனன,சமனான
vaedhipporulkal,வேதிப்பொருள்கள்,வேதிப்பொருட்கள்
shrirampur,ச்ரீரம்புர்,ஸ்ரீராம்புர்
padhilai,சதிலை,பதிலை
seithukkondaargal,செய்துக்கொண்டார்கள்,செய்துக்கொண்டார்கள்
valakkugalum,வலக்குகளும்,வழக்குகளும்
yerinthu,சரிந்து,எரிந்து
ilamvayathileayea,வலம்வயதிலேயே,இளம்வயதிலேயே
kaneebaa,சணீபா,கனீபா
pukazhpettraar,புகழ்பெற்றார்,புகழ்பெற்றார்
iththittaththai,வத்திட்டத்தை,இத்திட்டத்தை
evaikalukku,கவைகளுக்கு,இவைகளுக்கு
koorinaal,கூரினால்,கூறினாள்
balaghat,சலககத்்_________________,பலகட்
aetrtrukkondathu,வற்றுக்கொண்டது,ஏற்றுக்கொண்டது
kathirveechchin,சதிர்வீச்சின்,கதிர்வீச்சின்
shakopee,சகோபீீ,ஷேகோபீ
laajic,சாஜிக்,லாஜிக்
